PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 9, filenames: A:[9]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[10]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
341,468,-0.6872443557,-4.270403385,1
341,484,0.1061192453,-3.251362562,1
341,500,0.2910410166,-2.20917511,1
341,516,-0.2846072912,-1.872823715,1
341,532,-0.3789323866,-2.524312019,1
341,548,-0.2706753314,-2.669416904,1
341,564,-0.3886214197,-4.476311684,1
341,580,-1.089952111,-5.152616501,1
341,596,NaN,NaN,2
341,612,NaN,NaN,2
341,628,NaN,NaN,2
341,644,-1.174345493,-3.14325881,1
341,660,-1.57895112,-3.649845839,1
341,676,-2.128199577,-2.835711956,1
341,692,-2.633103371,-2.54250288,1
341,708,-2.976531029,-2.181071997,1
341,724,-2.794690132,-1.596882343,1
341,740,-2.781500101,-1.740283012,1
341,756,NaN,NaN,2
341,772,-2.641111851,-2.256975412,1
341,788,-2.311237097,-0.9100200534,1
341,804,-2.656831026,-0.7684824467,1
341,820,-1.856692791,-1.017844439,1
341,836,-1.08317399,-0.2474729121,1
341,852,-0.4535028338,-0.1920411289,1
341,868,0.08269515634,-0.5825260878,1
341,884,0.7054569721,-1.70985198,1
341,900,NaN,NaN,2
341,916,NaN,NaN,2
341,932,0.9551842809,-2.538552046,1
341,948,1.358814955,-2.947967529,1
341,964,1.309124708,-4.19508934,1
341,980,1.227139473,-4.658533096,1
341,996,1.701625347,-5.112068176,1
341,1012,NaN,NaN,2
341,1028,2.660588264,-3.916849375,1
341,1044,1.770171165,-1.789743781,1
341,1060,1.197337389,-1.579074264,1
341,1076,0.6242523193,-0.9457055926,1
341,1092,0.6357985139,-1.294377565,1
341,1108,0.5024117231,-0.5954235196,1
341,1124,1.964707851,-0.5978064537,1
357,20,-1.846538782,-3.076879501,1
357,36,-1.211688042,-6.729118347,1
357,52,-0.3029625416,-6.972033978,1
357,68,1.146865964,-7.109314919,1
357,84,0.9367122054,-6.824803829,1
357,100,0.3311394453,-6.167375088,1
357,116,0.5561387539,-5.537556171,1
357,132,0.7880546451,-5.941466331,1
357,148,-0.4964351654,-6.909445286,1
357,164,-0.5131936073,-7.190656662,1
357,180,-0.1848506331,-7.396800041,1
357,196,-0.08600655198,-7.386048794,1
357,212,0.3030698001,-7.178257942,1
357,228,0.5571067333,-6.139823437,1
357,244,0.9735720158,-5.094568729,1
357,260,NaN,NaN,2
357,276,0.5698584914,-4.389843941,1
357,292,NaN,NaN,2
357,308,-0.0007005631924,-4.585182667,1
357,324,0.3410975337,-5.214397907,1
357,340,-0.9979169369,-4.828662872,1
357,356,NaN,NaN,2
357,372,-1.288962722,-5.135014534,1
357,388,-0.5474196076,-4.666134357,1
357,404,-0.5899142027,-4.262951851,1
357,420,NaN,NaN,2
357,436,NaN,NaN,2
357,452,-0.3457731009,-4.232892513,1
357,468,0.4689876139,-1.986454964,1
357,484,0.09856215119,-3.266991615,1
357,500,0.01940795779,-2.106746912,1
357,516,NaN,NaN,2
357,532,-0.6374704838,-0.6298134327,1
357,548,-1.012663484,-2.659485817,1
357,564,-1.253128052,-4.976186752,1
357,580,NaN,NaN,2
357,596,-0.06238549948,-5.396557808,1
357,612,-0.8781930804,-2.64868331,1
357,628,-1.233680844,-2.522308588,1
357,644,-1.31563592,-2.96924901,1
357,660,-2.134521484,-2.665259838,1
357,676,-2.653830051,-2.430429459,1
357,692,-2.568310738,-1.858853936,1
357,708,-2.493073225,-1.353636026,1
357,724,-2.089863539,-0.9397460222,1
357,740,-1.809908867,-1.405421138,1
357,756,NaN,NaN,2
357,772,-1.945252657,-3.140229702,1
357,788,-2.268449068,-1.454287648,1
357,804,-2.450244188,-0.7502107024,1
357,820,-1.503260136,-0.488969624,1
357,836,-0.816724658,0.9886857867,1
357,852,-0.1096486747,0.1942936778,1
357,868,0.0779222548,-0.5433772802,1
357,884,NaN,NaN,2
357,900,NaN,NaN,2
357,916,NaN,NaN,2
357,932,0.7797412276,-2.500477791,1
357,948,1.245409489,-2.560347795,1
357,964,1.006794214,-3.730452776,1
357,980,0.6818379164,-3.839321375,1
357,996,1.423904777,-3.494652271,1
357,1012,2.669114113,-3.773142099,1
357,1028,2.939996719,-3.704859257,1
357,1044,1.221008539,-2.968092442,1
357,1060,0.9206994772,-2.039307594,1
357,1076,0.5060127974,-1.622205257,1
357,1092,0.7598949671,-0.9801212549,1
357,1108,1.585739136,-0.06966888905,1
357,1124,2.682352543,-0.9048386216,1
373,20,-1.881111145,-3.074531555,1
373,36,NaN,NaN,2
373,52,-0.6148260832,-6.999874115,1
373,68,0.3345521092,-7.862059116,1
373,84,1.351056337,-6.33915329,1
373,100,0.723044157,-5.962766647,1
373,116,-0.002593770623,-5.692513466,1
373,132,-0.3064595163,-5.831198215,1
373,148,-1.020483732,-6.29206562,1
373,164,-0.6608668566,-6.688744545,1
373,180,-0.3616951704,-7.336354256,1
373,196,-0.1968380511,-7.680604935,1
373,212,0.425578475,-7.944973469,1
373,228,0.9587979913,-6.869259834,1
373,244,0.5874204636,-5.564816475,1
373,260,-0.1970820725,-4.495940208,1
373,276,-0.2659296393,-4.572441578,1
373,292,0.3845884204,-4.63644743,1
373,308,1.354027152,-4.39913559,1
373,324,-0.1759923398,-4.549283028,1
373,340,-1.104146004,-4.412599087,1
373,356,NaN,NaN,2
373,372,NaN,NaN,2
373,388,-1.245548725,-4.377436638,1
373,404,-0.7109556198,-4.23895216,1
373,420,-0.5841304064,-3.314109087,1
373,436,NaN,NaN,2
373,452,0.03490824997,-4.269519806,1
373,468,0.254588753,-2.79703021,1
373,484,0.3535195589,-2.892613173,1
373,500,1.091925979,-2.552342892,1
373,516,0.3109197319,-1.664674282,1
373,532,-1.912349582,-1.598404765,1
373,548,NaN,NaN,2
373,564,-1.699809313,-4.403485775,1
373,580,-0.833573699,-5.223893166,1
373,596,-0.2604879141,-4.305418968,1
373,612,NaN,NaN,2
373,628,-1.423744202,-1.463715434,1
373,644,-1.653795719,-2.425282955,1
373,660,-1.925547123,-1.99046874,1
373,676,-1.953556538,-1.147310257,1
373,692,-1.698058605,-0.5618860722,1
373,708,-1.182705998,0.6019107699,1
373,724,-0.5637818575,-0.2509226799,1
373,740,-0.8331203461,-0.4617318511,1
373,756,-2.195614338,-1.500643492,1
373,772,-1.791083217,-2.566127777,1
373,788,-1.791111588,-1.744029999,1
373,804,NaN,NaN,2
373,820,-1.324922562,-0.8763400912,1
373,836,-0.2322634757,0.254963845,1
373,852,0.2211048007,0.2349573672,1
373,868,0.2841028571,-0.2445180863,1
373,884,0.6604917049,-0.9809090495,1
373,900,1.740531921,-0.8173828125,1
373,916,0.2979533076,-1.564942241,1
373,932,0.2792115211,-1.888155222,1
373,948,1.044005871,-1.530315399,1
373,964,0.8184019327,-3.016786814,1
373,980,0.8598814607,-3.369674683,1
373,996,1.141326785,-2.68685627,1
373,1012,1.496298432,-2.973236561,1
373,1028,-0.07619714737,-3.238797188,1
373,1044,NaN,NaN,2
373,1060,0.5355241299,-3.787604094,1
373,1076,NaN,NaN,2
373,1092,0.9988040328,-0.9007983804,1
373,1108,1.349943876,-0.1014438272,1
373,1124,2.722740412,-1.100092411,1
389,20,-0.711388588,-4.420171261,1
389,36,-1.365086198,-5.591792107,1
389,52,-0.6689326167,-6.540414333,1
389,68,NaN,NaN,2
389,84,0.950656116,-6.223142147,1
389,100,NaN,NaN,2
389,116,-0.2812848687,-5.640186787,1
389,132,-1.212070704,-5.874144077,1
389,148,NaN,NaN,2
389,164,-2.098458052,-7.319239616,1
389,180,-0.3736777604,-8.439764023,1
389,196,0.1225645468,-8.213139534,1
389,212,0.6277685165,-8.72916317,1
389,228,0.9191237688,-8.061121941,1
389,244,0.1756180525,-7.008816242,1
389,260,-1.061582804,-6.005917072,1
389,276,-0.6538718939,-5.326116085,1
389,292,0.9104789495,-4.816794395,1
389,308,0.902964592,-4.14351368,1
389,324,0.2672618628,-3.908327579,1
389,340,-0.4745100141,-3.751563311,1
389,356,NaN,NaN,2
389,372,NaN,NaN,2
389,388,-1.658797264,-4.07866478,1
389,404,-0.7673416734,-4.118270874,1
389,420,-0.5135307312,-3.360604525,1
389,436,NaN,NaN,2
389,452,-0.4425721765,-3.977118969,1
389,468,0.3785817325,-3.692575693,1
389,484,0.6997575164,-3.128206015,1
389,500,1.330238461,-3.30899477,1
389,516,1.789995432,-2.874558926,1
389,532,NaN,NaN,2
389,548,NaN,NaN,2
389,564,-1.471864343,-3.817677736,1
389,580,-0.2710154653,-3.536892414,1
389,596,-0.01321572065,-3.176152229,1
389,612,-0.2354527116,-1.687217712,1
389,628,-1.216713071,-2.113234997,1
389,644,-1.383708715,-1.636452198,1
389,660,-1.423032045,-1.096754074,1
389,676,-1.29873085,0.00720179081,1
389,692,-1.258773685,0.3932327032,1
389,708,-0.8410232067,0.2890803814,1
389,724,0.0536043644,0.1870478988,1
389,740,NaN,NaN,2
389,756,-0.8136469126,-0.3667652011,1
389,772,-1.015503645,-2.042428017,1
389,788,-0.8841540813,-1.579749823,1
389,804,-0.6963106394,-1.100868344,1
389,820,-0.6257023215,-0.4926175475,1
389,836,-0.2610970736,0.1351187378,1
389,852,0.1322568357,0.4704107642,1
389,868,NaN,NaN,2
389,884,0.3663955927,1.074193716,1
389,900,NaN,NaN,2
389,916,1.128349781,-0.1993848085,1
389,932,2.395318985,-1.088979244,1
389,948,2.454877138,-1.75427866,1
389,964,1.665467501,-2.755847454,1
389,980,1.588134766,-2.928350925,1
389,996,1.030666351,-2.154433727,1
389,1012,0.7003628016,-2.563508749,1
389,1028,0.8558319807,-2.704912663,1
389,1044,1.398750067,-2.681759119,1
389,1060,1.257774115,-3.550623178,1
389,1076,NaN,NaN,2
389,1092,NaN,NaN,2
389,1108,NaN,NaN,2
389,1124,1.577454567,-0.4816150665,1
405,20,0.1462616324,-4.802742481,1
405,36,-0.3345503211,-5.008144855,1
405,52,-0.07464521378,-6.02747488,1
405,68,0.3510589004,-6.983338833,1
405,84,0.06628662348,-7.10165596,1
405,100,0.473306179,-6.597141743,1
405,116,-0.01412896067,-5.873365402,1
405,132,-1.310674667,-6.23284483,1
405,148,NaN,NaN,2
405,164,-1.926311493,-8.215997696,1
405,180,-0.9334509373,-8.619094849,1
405,196,-0.443993628,-8.998329163,1
405,212,0.3141827583,-9.568872452,1
405,228,0.7319433689,-8.851492882,1
405,244,-0.1785436571,-8.048360825,1
405,260,-1.12687695,-7.352422237,1
405,276,-0.5734330416,-6.12975502,1
405,292,0.9112219214,-5.078910828,1
405,308,NaN,NaN,2
405,324,1.05497551,-3.777145386,1
405,340,0.006715655327,-3.325042963,1
405,356,-0.8455224037,-2.388916731,1
405,372,-2.030284405,-3.272449493,1
405,388,NaN,NaN,2
405,404,-1.000943184,-3.417398214,1
405,420,-0.5850964785,-3.066783905,1
405,436,-0.5150228739,-2.310186625,1
405,452,-0.3324827254,-2.38582778,1
405,468,-0.07414409518,-2.75967598,1
405,484,1.103711367,-2.967322826,1
405,500,1.779856682,-3.648046255,1
405,516,1.538491607,-5.150000572,1
405,532,NaN,NaN,2
405,548,NaN,NaN,2
405,564,1.103186131,-3.962813854,1
405,580,0.4890819788,-2.207163334,1
405,596,-0.06379063427,-3.44761157,1
405,612,-0.588973701,-2.486037493,1
405,628,NaN,NaN,2
405,644,-0.8064450026,-1.680117488,1
405,660,-0.9474643469,-0.5395426154,1
405,676,-1.450232267,0.5863976479,1
405,692,-1.431916595,0.6109821796,1
405,708,-1.314752936,-0.1883175373,1
405,724,-0.03684411943,0.1488991678,1
405,740,0.4932047725,0.4802903235,1
405,756,-0.07604682446,0.1705964804,1
405,772,-0.1459967792,-0.6396380663,1
405,788,-0.1881266236,-0.9693132043,1
405,804,-0.1330789924,-0.5425018072,1
405,820,NaN,NaN,2
405,836,NaN,NaN,2
405,852,NaN,NaN,2
405,868,-0.3313914835,0.2398270071,1
405,884,-0.5187843442,1.39786911,1
405,900,NaN,NaN,2
405,916,0.4490187764,-0.8753190041,1
405,932,2.332552671,-1.363444805,1
405,948,2.58971262,-1.921007991,1
405,964,1.127557039,-2.229306221,1
405,980,0.6116625071,-1.973914981,1
405,996,1.407896876,-1.963627219,1
405,1012,1.994505644,-2.195487022,1
405,1028,NaN,NaN,2
405,1044,2.122895718,-2.710631609,1
405,1060,1.956712127,-2.220828772,1
405,1076,NaN,NaN,2
405,1092,NaN,NaN,2
405,1108,1.964298844,-0.4379312098,1
405,1124,3.210596561,-0.1480715275,1
421,20,-1.26970315,-4.799985409,1
421,36,-0.2325451374,-5.976231575,1
421,52,0.08939485252,-6.057982922,1
421,68,0.1883183122,-6.286644459,1
421,84,0.247916609,-6.623917103,1
421,100,0.2891311646,-6.432945728,1
421,116,0.2471469939,-6.059231758,1
421,132,NaN,NaN,2
421,148,NaN,NaN,2
421,164,NaN,NaN,2
421,180,-1.517054319,-7.762652874,1
421,196,-0.8022007346,-9.046644211,1
421,212,-0.72667557,-9.65735817,1
421,228,NaN,NaN,2
421,244,-0.7684442997,-6.897460461,1
421,260,-1.205307841,-6.471173286,1
421,276,-0.3534412384,-6.12735939,1
421,292,0.9666437507,-4.982338428,1
421,308,NaN,NaN,2
421,324,1.828957319,-4.72202158,1
421,340,0.3075145483,-3.755003452,1
421,356,-0.235278666,-2.337388039,1
421,372,-0.7011308074,-1.782199144,1
421,388,NaN,NaN,2
421,404,-1.098859072,-2.577982426,1
421,420,-0.6919834614,-2.734457016,1
421,436,-0.3263235092,-2.500029564,1
421,452,0.3865893781,-2.531955004,1
421,468,0.08984133601,-3.332700253,1
421,484,NaN,NaN,2
421,500,NaN,NaN,2
421,516,1.517782927,-5.265777111,1
421,532,0.3797462881,-6.418761253,1
421,548,0.1305030435,-3.709366322,1
421,564,2.338580132,-6.076097488,1
421,580,NaN,NaN,2
421,596,NaN,NaN,2
421,612,-1.04459095,-2.329602957,1
421,628,-1.672839046,-2.065152168,1
421,644,-1.099821448,-2.419253826,1
421,660,-0.7948327661,-0.6579651833,1
421,676,NaN,NaN,2
421,692,NaN,NaN,2
421,708,NaN,NaN,2
421,724,NaN,NaN,2
421,740,0.5692558289,1.087715983,1
421,756,0.6285259724,1.106314182,1
421,772,0.3950795531,0.04529732466,1
421,788,0.08115905523,-0.7063436508,1
421,804,-0.2330719233,-0.4704969227,1
421,820,-0.2540785074,0.8197087049,1
421,836,-0.2820580602,0.2641595602,1
421,852,-0.3769756258,-0.1993780434,1
421,868,-0.5261688232,0.422891736,1
421,884,-0.7054841518,1.199194789,1
421,900,-0.6010814309,0.5024627447,1
421,916,0.2820772827,-1.085631371,1
421,932,NaN,NaN,2
421,948,2.357540369,-1.644725084,1
421,964,1.138787746,-0.9417927265,1
421,980,0.6049877405,-1.497979879,1
421,996,0.9709451199,-1.979219794,1
421,1012,1.343075275,-2.216124773,1
421,1028,2.397625446,-3.461159229,1
421,1044,NaN,NaN,2
421,1060,1.008529663,-2.572633982,1
421,1076,1.874758959,-1.785734773,1
421,1092,NaN,NaN,2
421,1108,NaN,NaN,2
421,1124,4.816832066,-0.348493576,1
437,20,NaN,NaN,2
437,36,-0.3630492091,-6.605127335,1
437,52,0.2461705804,-5.987192154,1
437,68,0.6882901192,-5.373210907,1
437,84,0.3969350159,-5.908979416,1
437,100,0.0774230659,-4.805090427,1
437,116,0.2611907125,-5.903981209,1
437,132,0.5101814866,-5.574131966,1
437,148,0.4951453805,-5.837422848,1
437,164,-1.000996351,-5.885709763,1
437,180,-1.275508761,-7.093410015,1
437,196,-0.346985817,-8.805553436,1
437,212,0.01841706038,-9.681594849,1
437,228,-2.24975872,-7.503157139,1
437,244,-1.477965832,-6.404903889,1
437,260,-1.208795071,-5.887247562,1
437,276,-0.8006863594,-5.227197647,1
437,292,-0.4130218625,-3.869120121,1
437,308,0.4578176141,-4.677241802,1
437,324,NaN,NaN,2
437,340,0.9641088247,-3.549612761,1
437,356,0.7475492954,-2.579967737,1
437,372,0.50199157,-1.844531894,1
437,388,-0.4479267597,-1.555568695,1
437,404,NaN,NaN,2
437,420,-0.6160985827,-2.462418079,1
437,436,0.3559951484,-2.315248489,1
437,452,NaN,NaN,2
437,468,NaN,NaN,2
437,484,NaN,NaN,2
437,500,0.3547830582,-5.902568817,1
437,516,NaN,NaN,2
437,532,NaN,NaN,2
437,548,NaN,NaN,2
437,564,-0.001057773829,-5.554076195,1
437,580,0.7166465521,-7.375431538,1
437,596,NaN,NaN,2
437,612,NaN,NaN,2
437,628,NaN,NaN,2
437,644,-1.417601705,-2.591033697,1
437,660,-0.5974320769,-0.848798573,1
437,676,-0.02537497878,0.03421914577,1
437,692,NaN,NaN,2
437,708,NaN,NaN,2
437,724,NaN,NaN,2
437,740,0.9209909439,0.9928523898,1
437,756,NaN,NaN,2
437,772,NaN,NaN,2
437,788,0.8649631739,-1.361014843,1
437,804,0.5802272558,-0.4085397422,1
437,820,NaN,NaN,2
437,836,0.01061557233,-0.2939626873,1
437,852,-0.4286058545,-0.6729744673,1
437,868,-0.5051349401,-0.2194213867,1
437,884,-0.7943170667,0.1917458326,1
437,900,-1.805891275,-0.1214980036,1
437,916,NaN,NaN,2
437,932,2.471435785,-1.163803816,1
437,948,2.645064354,-1.678973675,1
437,964,1.602133632,-1.475854516,1
437,980,0.318307519,-1.86796546,1
437,996,NaN,NaN,2
437,1012,1.98731041,-2.305241585,1
437,1028,2.883214951,-2.798087835,1
437,1044,2.461695433,-2.526956558,1
437,1060,1.915835023,-2.171281099,1
437,1076,2.931877613,-2.03311491,1
437,1092,2.343538284,-1.403103828,1
437,1108,1.804531574,-0.6101199389,1
437,1124,4.920911789,-0.2643553615,1
453,20,-0.4598795176,-8.197219849,1
453,36,0.007040947676,-8.207809448,1
453,52,NaN,NaN,2
453,68,0.4180346429,-5.777048111,1
453,84,0.1571116447,-5.626643181,1
453,100,NaN,NaN,2
453,116,1.018526673,-4.892785072,1
453,132,0.4471897781,-4.525649071,1
453,148,-0.06360208988,-4.882024288,1
453,164,NaN,NaN,2
453,180,NaN,NaN,2
453,196,-0.2891768217,-8.101675034,1
453,212,NaN,NaN,2
453,228,NaN,NaN,2
453,244,-1.781241775,-5.560866833,1
453,260,-1.208065987,-5.263857365,1
453,276,-0.7805915475,-3.772747993,1
453,292,-0.5431880951,-4.118113518,1
453,308,NaN,NaN,2
453,324,0.3860014677,-3.82853508,1
453,340,1.129137158,-3.069931984,1
453,356,1.066429615,-2.622615576,1
453,372,0.6676784754,-1.840139866,1
453,388,0.1619247198,-1.956308126,1
453,404,NaN,NaN,2
453,420,-0.1215590835,-1.689152718,1
453,436,0.1498429477,-1.657380939,1
453,452,NaN,NaN,2
453,468,NaN,NaN,2
453,484,NaN,NaN,2
453,500,0.1673857868,-5.90655899,1
453,516,0.2349082232,-7.500339031,1
453,532,0.3653638959,-5.519266605,1
453,548,0.5052440166,-4.132627964,1
453,564,0.9565147161,-4.025378227,1
453,580,0.7748232484,-7.492751122,1
453,596,-0.05031692982,-4.48956871,1
453,612,-0.723285675,-3.385883331,1
453,628,NaN,NaN,2
453,644,-1.894061446,-1.397278666,1
453,660,-0.5651273727,-0.3564506769,1
453,676,0.3691905439,-0.323155582,1
453,692,0.5357947946,-0.3265122771,1
453,708,NaN,NaN,2
453,724,0.4288065434,-0.4472432435,1
453,740,1.744218111,0.0825291872,1
453,756,NaN,NaN,2
453,772,NaN,NaN,2
453,788,0.4843055308,0.7655305862,1
453,804,0.4288982749,-0.444321841,1
453,820,0.5008715391,-0.9678248167,1
453,836,NaN,NaN,2
453,852,-0.8362774849,-0.590880096,1
453,868,NaN,NaN,2
453,884,NaN,NaN,2
453,900,NaN,NaN,2
453,916,-0.1499594152,-0.3707612753,1
453,932,0.9644382,-0.8892118931,1
453,948,1.258341074,-1.742250919,1
453,964,1.085151672,-2.069817543,1
453,980,NaN,NaN,2
453,996,NaN,NaN,2
453,1012,1.462484837,-2.253759623,1
453,1028,1.96517086,-2.110558033,1
453,1044,2.331427813,-2.242022753,1
453,1060,2.751692533,-1.91210556,1
453,1076,1.519658089,-1.0592767,1
453,1092,1.725426435,-0.07333147526,1
453,1108,3.174603462,-0.5544383526,1
453,1124,5.711853981,-0.5515021086,1
469,20,NaN,NaN,2
469,36,0.0590993762,-8.016336441,1
469,52,NaN,NaN,2
469,68,NaN,NaN,2
469,84,-0.006381094456,-5.575755119,1
469,100,0.2805794477,-4.567156792,1
469,116,0.2008224279,-3.552882671,1
469,132,-0.6655997634,-4.202107906,1
469,148,-0.1690224409,-3.939802647,1
469,164,0.6400288939,-4.389678478,1
469,180,-0.1008759141,-5.965210915,1
469,196,-0.3237264156,-5.561574936,1
469,212,-0.81941998,-5.286843777,1
469,228,NaN,NaN,2
469,244,-1.309718609,-4.266475677,1
469,260,-0.9734447002,-4.499966145,1
469,276,-1.106081128,-4.66854763,1
469,292,-0.5228252411,-4.710786819,1
469,308,0.3197281957,-2.992202044,1
469,324,NaN,NaN,2
469,340,0.9988478422,-2.761637926,1
469,356,0.6342278123,-2.223750353,1
469,372,0.6436222792,-1.736688614,1
469,388,0.53732723,-1.666111231,1
469,404,0.3094426095,-1.067546487,1
469,420,0.13260369,-0.5639634132,1
469,436,0.1239271164,-0.9850597382,1
469,452,0.2452559769,-1.686995149,1
469,468,0.2230163962,-2.155252934,1
469,484,0.1719457656,-3.029392004,1
469,500,0.1109065711,-4.422651768,1
469,516,0.05546410382,-5.607791424,1
469,532,0.4184387028,-5.361466885,1
469,548,NaN,NaN,2
469,564,0.4210050702,-1.290943146,1
469,580,0.3332943916,-4.180580139,1
469,596,0.1275334358,-4.562011719,1
469,612,0.3767211735,-4.132911682,1
469,628,NaN,NaN,2
469,644,-0.6582610607,-1.586666346,1
469,660,0.03870669007,-0.5246759653,1
469,676,0.2060149908,-0.2779974341,1
469,692,0.292824626,-0.7394133806,1
469,708,0.6542451382,-1.322270393,1
469,724,0.5615668297,-1.09482348,1
469,740,1.22337985,0.3748657107,1
469,756,1.130919695,0.7113118172,1
469,772,0.8439426422,0.3615988493,1
469,788,0.4998975694,0.3960076869,1
469,804,0.1598956287,-0.462028861,1
469,820,0.1808242947,-0.988401413,1
469,836,NaN,NaN,2
469,852,-0.5207515359,-0.3954885602,1
469,868,NaN,NaN,2
469,884,NaN,NaN,2
469,900,NaN,NaN,2
469,916,0.1707499027,-1.875035286,1
469,932,-0.2692828178,-1.833809614,1
469,948,0.02083581686,-1.964315414,1
469,964,NaN,NaN,2
469,980,1.178478241,-3.496730804,1
469,996,0.467169404,-3.986575127,1
469,1012,1.323371649,-2.906494617,1
469,1028,1.574753523,-2.375475168,1
469,1044,2.019902945,-1.897788763,1
469,1060,2.844747543,-1.216026783,1
469,1076,NaN,NaN,2
469,1092,2.196241379,0.5010991693,1
469,1108,2.835465431,-0.6459005475,1
469,1124,5.100077152,-0.7573034167,1
485,20,NaN,NaN,2
485,36,-0.4508142769,-7.477930069,1
485,52,-0.8116964102,-6.017864704,1
485,68,NaN,NaN,2
485,84,0.2228882015,-6.486087799,1
485,100,NaN,NaN,2
485,116,NaN,NaN,2
485,132,-0.3328712881,-5.119608879,1
485,148,0.04049972072,-4.317611217,1
485,164,0.177621454,-4.050002098,1
485,180,0.2348273396,-4.398547649,1
485,196,0.251370281,-4.45106411,1
485,212,0.3224157095,-3.925742626,1
485,228,0.2693228722,-3.013031006,1
485,244,0.01049315929,-3.730226517,1
485,260,-1.075577378,-3.880606174,1
485,276,-1.81756866,-3.970593452,1
485,292,-1.641087055,-3.850873709,1
485,308,-0.3228920102,-2.640709877,1
485,324,0.5629390478,-2.985700607,1
485,340,NaN,NaN,2
485,356,1.452671409,-1.763804197,1
485,372,NaN,NaN,2
485,388,0.821418643,-0.7560185194,1
485,404,0.4753778279,-0.4358436465,1
485,420,0.2704366446,-0.4794850349,1
485,436,0.2291705459,-1.328733206,1
485,452,0.2617365122,-1.125971198,1
485,468,0.2692102492,-0.7050489187,1
485,484,NaN,NaN,2
485,500,0.3872612119,-2.554437637,1
485,516,0.555664897,-4.413404942,1
485,532,1.603102922,-4.31818819,1
485,548,NaN,NaN,2
485,564,1.68030405,-2.654971123,1
485,580,0.9254486561,-3.264641523,1
485,596,1.496753454,-4.966476917,1
485,612,1.442818403,-4.674657822,1
485,628,NaN,NaN,2
485,644,NaN,NaN,2
485,660,0.9184762239,-0.0473511219,1
485,676,0.9226737022,-0.06225720048,1
485,692,0.9345092773,-0.5712863207,1
485,708,0.8463931084,-1.507033587,1
485,724,NaN,NaN,2
485,740,0.891712606,-0.1446587145,1
485,756,0.6681140661,0.1893176287,1
485,772,0.3832165599,0.2076343149,1
485,788,0.07411068678,-0.05830043554,1
485,804,-0.1147145331,-0.4721465111,1
485,820,-0.1608276665,-0.2752961516,1
485,836,NaN,NaN,2
485,852,-0.6356043816,-0.4706372917,1
485,868,-0.6030361056,-0.6824576855,1
485,884,NaN,NaN,2
485,900,-0.4551426768,-2.664253235,1
485,916,-0.1675806046,-2.781625509,1
485,932,0.1420960128,-3.027947187,1
485,948,0.6188797951,-3.141195774,1
485,964,1.405000448,-3.295874119,1
485,980,1.896398067,-2.193008661,1
485,996,2.151766539,-3.073451042,1
485,1012,2.434061527,-3.025924206,1
485,1028,1.778291583,-2.721755981,1
485,1044,1.422995925,-0.8684148788,1
485,1060,1.750084877,-0.6721670628,1
485,1076,1.927224159,-0.3536784649,1
485,1092,1.90850997,-0.07052627206,1
485,1108,2.745077133,-0.2057762146,1
485,1124,3.730876923,0.1554963887,1
501,20,NaN,NaN,2
501,36,-1.125718236,-7.286643028,1
501,52,-0.8921493292,-5.707510948,1
501,68,-1.015534639,-5.980707169,1
501,84,0.07492542267,-7.616522312,1
501,100,NaN,NaN,2
501,116,NaN,NaN,2
501,132,-0.3388349712,-6.04572773,1
501,148,-0.4181996584,-4.997519493,1
501,164,-0.335573554,-4.104423523,1
501,180,0.1135278642,-4.412035942,1
501,196,0.3196686506,-5.343322754,1
501,212,NaN,NaN,2
501,228,NaN,NaN,2
501,244,1.036470652,-2.223844528,1
501,260,0.2188713849,-3.440690994,1
501,276,-0.4827880859,-2.524524212,1
501,292,-0.5313844681,-2.230148077,1
501,308,-1.402931452,-2.05734539,1
501,324,NaN,NaN,2
501,340,NaN,NaN,2
501,356,0.7678146362,-0.9771283865,1
501,372,0.4287619591,-0.3028841615,1
501,388,0.4714118838,-0.06563416123,1
501,404,0.3730349541,-0.008115917444,1
501,420,0.2099051625,-0.1343295574,1
501,436,0.1276275069,-1.571890473,1
501,452,0.1615231931,-1.302279711,1
501,468,0.2527122498,-0.3890299201,1
501,484,NaN,NaN,2
501,500,NaN,NaN,2
501,516,0.834743619,-2.702319145,1
501,532,0.7833382487,-2.719713688,1
501,548,NaN,NaN,2
501,564,-0.2782372832,-0.4280606508,1
501,580,0.5570067763,-2.783617496,1
501,596,NaN,NaN,2
501,612,3.633989334,-4.165360928,1
501,628,2.496893406,-4.29240036,1
501,644,1.790137053,-1.309051394,1
501,660,1.910188317,0.5939700007,1
501,676,1.973783731,-0.4773450494,1
501,692,1.453836918,-0.4768942893,1
501,708,1.150863051,-0.8505859375,1
501,724,0.9339578152,-1.210164785,1
501,740,0.7440938354,-0.7781899571,1
501,756,0.5445576906,-0.343409121,1
501,772,0.2430673689,-0.1678677499,1
501,788,-0.06299079955,-0.1926651895,1
501,804,-0.0007395446301,-2.05223918,1
501,820,-0.8654942513,-0.03812623024,1
501,836,-0.3695287704,-1.189699411,1
501,852,-0.1346172541,-2.542057753,1
501,868,-0.4129733443,-0.5810563564,1
501,884,-1.256820798,-1.669196606,1
501,900,-0.9838579893,-2.113729477,1
