PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 9, filenames: A:[9]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[10]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
719,1281,9.063583374,-14.82371902,1
719,1313,5.964177608,-12.75555611,1
719,1345,5.593318462,-10.77205467,1
719,1377,4.974177837,-13.70537758,1
719,1409,4.48920536,-11.82973957,1
719,1441,3.713153124,-11.12152863,1
719,1473,3.079318523,-11.41406059,1
719,1505,3.147622585,-10.78556156,1
719,1537,3.618171215,-10.59833241,1
719,1569,3.171951294,-10.71255207,1
719,1601,2.107800961,-9.481976509,1
719,1633,2.016197205,-10.34772873,1
719,1665,1.279790044,-11.0673008,1
719,1697,0.7571315765,-10.31252861,1
719,1729,-0.3761925697,-9.54222393,1
719,1761,-1.378405809,-9.043488503,1
719,1793,0.04595336318,-8.752120018,1
719,1825,-0.2586602569,-8.717851639,1
719,1857,-0.705979526,-8.450798988,1
719,1889,-0.6265040636,-8.378437996,1
719,1921,-0.006836116314,-8.752549171,1
719,1953,1.161988974,-7.926223755,1
719,1985,1.60309732,-7.957086563,1
719,2017,2.229292393,-8.436774254,1
751,33,-8.685239792,0.9481039047,1
751,65,-7.241129398,-11.82653904,1
751,97,-7.028725624,-12.20913601,1
751,129,-7.245491982,-11.78554726,1
751,161,-7.340798378,-11.00147343,1
751,193,-7.036402225,-10.70414066,1
751,225,-6.698508739,-10.0385294,1
751,257,-5.343523979,-10.2234602,1
751,289,-3.199783802,-8.434406281,1
751,321,-1.914142132,-7.302019596,1
751,353,-1.409044266,-7.652275085,1
751,385,-1.763180256,-8.2463274,1
751,417,-2.189170122,-8.95741272,1
751,449,-3.471503496,-10.88607407,1
751,481,-5.320128441,-10.30773354,1
751,513,-5.202899933,-10.31899738,1
751,545,-1.675303936,-10.47759533,1
751,577,-0.1530103683,-9.442979813,1
751,609,-2.585653305,-8.582255363,1
751,641,-4.05391407,-10.02502918,1
751,673,-5.000180721,-9.433021545,1
751,705,-5.363183498,-9.579642296,1
751,737,-5.585669041,-9.326234818,1
751,769,-5.583502293,-9.001216888,1
751,801,-5.279402256,-8.7735672,1
751,833,-4.978000164,-8.378561974,1
751,865,-5.034856319,-9.44513607,1
751,897,-4.293827534,-10.2006855,1
751,929,-3.170475721,-10.78029537,1
751,961,-2.635478497,-10.40886307,1
751,993,-1.377321005,-9.99852562,1
751,1025,0.2670812607,-10.54208088,1
751,1057,1.993193388,-10.49877739,1
751,1089,3.259634495,-10.5802393,1
751,1121,4.258688927,-10.73784542,1
751,1153,6.27513504,-11.62789059,1
751,1185,5.913253784,-13.71322536,1
751,1217,5.668110847,-12.74761486,1
751,1249,5.969615936,-12.69737625,1
751,1281,6.788677216,-14.87074852,1
751,1313,6.164083958,-13.01846123,1
751,1345,4.7014575,-13.23706532,1
751,1377,3.600780249,-13.23964787,1
751,1409,2.886939764,-12.25604725,1
751,1441,2.501675606,-12.19837379,1
751,1473,2.62007165,-11.57826233,1
751,1505,3.504164219,-11.00481701,1
751,1537,2.928546667,-11.26182556,1
751,1569,2.148827791,-11.35138702,1
751,1601,2.404788256,-10.86732197,1
751,1633,2.208971739,-10.53818035,1
751,1665,0.6503075361,-11.0596962,1
751,1697,0.3175297976,-10.12339973,1
751,1729,-0.6802043915,-9.655235291,1
751,1761,-0.7684625387,-9.357815742,1
751,1793,-0.2859400809,-9.039394379,1
751,1825,-0.5348513126,-8.787329674,1
751,1857,-0.6695218086,-8.590707779,1
751,1889,-0.3749308586,-8.001493454,1
751,1921,-0.1488830745,-7.936718941,1
751,1953,0.6957735419,-7.800788879,1
751,1985,1.462253094,-7.700573921,1
751,2017,2.195636749,-8.804519653,1
783,33,-9.341775894,1.897803307,1
783,65,-6.560601234,-11.41274357,1
783,97,-6.395163059,-11.74015999,1
783,129,-6.785712242,-12.30202103,1
783,161,-7.127557278,-11.86272049,1
783,193,-7.413489819,-10.61891842,1
783,225,-7.637657642,-10.09954643,1
783,257,-5.839678764,-9.873034477,1
783,289,-3.548068523,-7.82529211,1
783,321,-2.770001888,-6.928837299,1
783,353,-2.685520649,-7.034241676,1
783,385,-2.884000301,-8.219254494,1
783,417,-3.24861598,-9.635519028,1
783,449,-3.621921778,-10.75040627,1
783,481,-3.369952202,-10.00850391,1
783,513,-3.104706764,-9.761655807,1
783,545,-1.828912258,-10.21716881,1
783,577,-2.067544699,-10.36833096,1
783,609,-3.988810062,-10.00144577,1
783,641,-5.208613396,-10.04878044,1
783,673,-6.239396572,-10.17847157,1
783,705,-5.220259666,-10.26124954,1
783,737,-4.280056,-10.15299416,1
783,769,-5.22355175,-9.974280357,1
783,801,-5.476869583,-9.910230637,1
783,833,-5.45855999,-7.462553978,1
783,865,-3.936305761,-7.97171402,1
783,897,-2.057244301,-10.03766441,1
783,929,-2.289988995,-10.41326714,1
783,961,-3.553549767,-10.83346844,1
783,993,-3.000683308,-11.885149,1
783,1025,-2.390257835,-12.10845757,1
783,1057,-0.649179101,-11.15993214,1
783,1089,0.8425011635,-11.314044,1
783,1121,2.270343781,-11.13155556,1
783,1153,3.323981285,-11.68865681,1
783,1185,3.992073059,-12.52327919,1
783,1217,5.055086613,-13.21009159,1
783,1249,6.035559177,-12.91768456,1
783,1281,6.411035061,-12.69330502,1
783,1313,5.436504364,-12.89620018,1
783,1345,4.178916931,-13.18500805,1
783,1377,2.878796101,-12.97886467,1
783,1409,1.938981056,-12.46278572,1
783,1441,1.658835888,-12.23504639,1
783,1473,1.472285509,-11.28769493,1
783,1505,0.9296455383,-10.53290844,1
783,1537,0.3774422407,-11.03826523,1
783,1569,-0.7469177246,-12.13266468,1
783,1601,-2.413718224,-11.56722355,1
783,1633,-1.885919929,-12.68660736,1
783,1665,-0.08051979542,-10.49746227,1
783,1697,0.2210953832,-10.70858765,1
783,1729,0.8356394768,-10.07827473,1
783,1761,0.9323834181,-9.053460121,1
783,1793,0.09409767389,-9.366621017,1
783,1825,-0.7715409994,-10.52694798,1
783,1857,-1.155685902,-9.635976791,1
783,1889,-0.2203665674,-8.300854683,1
783,1921,-0.08279585838,-8.138112068,1
783,1953,0.3392570615,-8.162802696,1
783,1985,1.285211325,-8.408260345,1
783,2017,2.029856205,-9.313445091,1
815,33,2.367743492,2.401059151,1
815,65,-6.399071693,-11.75464153,1
815,97,-6.034797668,-12.54039001,1
815,129,-6.989219666,-13.46426296,1
815,161,-7.258087158,-12.58108044,1
815,193,-6.501458645,-10.11914253,1
815,225,-5.247169495,-8.542004585,1
815,257,-4.393141747,-5.752872944,1
815,289,-3.977843285,-5.990571499,1
815,321,-3.961357117,-6.845073223,1
815,353,-4.651931763,-4.530996323,1
815,385,-5.257566452,-7.132918358,1
815,417,-4.614391804,-9.663657188,1
815,449,-4.667744637,-9.559537888,1
815,481,-3.61186862,-8.952671051,1
815,513,-2.350601673,-9.332930565,1
815,545,-2.452724218,-9.57489109,1
815,577,-3.261911869,-9.639076233,1
815,609,-4.25043726,-9.741699219,1
815,641,-5.093677044,-9.891783714,1
815,673,-5.940703869,-10.6659584,1
815,705,-6.531717777,-10.74351501,1
815,737,-5.832007408,-10.48041439,1
815,769,-5.664101601,-10.87377644,1
815,801,-3.621466637,-10.02694035,1
815,833,-5.508517742,-8.793354034,1
815,865,-6.696499825,-10.35489082,1
815,897,-3.858123541,-9.986381531,1
815,929,-2.961440086,-9.938435555,1
815,961,-5.842198372,-9.23896122,1
815,993,-4.685147762,-10.66605473,1
815,1025,-3.654448986,-11.33206177,1
815,1057,-0.2579912245,-10.20882511,1
815,1089,1.48816824,-10.26002979,1
815,1121,1.009054422,-15.46670437,1
815,1153,3.092726469,-11.60723591,1
815,1185,4.129549503,-12.40097713,1
815,1217,4.554280281,-12.95077991,1
815,1249,4.651824474,-12.53944111,1
815,1281,2.519114971,-13.7232542,1
815,1313,2.174848795,-14.70023537,1
815,1345,3.15729022,-13.05633545,1
815,1377,2.690732479,-13.28194809,1
815,1409,1.812699318,-13.32806015,1
815,1441,1.344728112,-12.4351635,1
815,1473,0.3705248833,-11.71771622,1
815,1505,-1.574226141,-10.16622543,1
815,1537,-2.086740494,-10.30427647,1
815,1569,-2.13947773,-11.37793827,1
815,1601,-2.41376996,-11.16929245,1
815,1633,-1.436427832,-10.61636543,1
815,1665,-0.372146368,-10.51756191,1
815,1697,-0.03579744697,-10.83242416,1
815,1729,0.2692228556,-10.00178146,1
815,1761,-0.4613264203,-8.924775124,1
815,1793,-0.5842723846,-9.626631737,1
815,1825,-0.7791548967,-10.0850544,1
815,1857,-0.8676584959,-9.738213539,1
815,1889,-0.1384221315,-9.324951172,1
815,1921,0.407222569,-9.073640823,1
815,1953,0.353771776,-9.029756546,1
815,1985,0.4813736975,-8.954454422,1
815,2017,0.127064988,-9.216771126,1
847,33,7.784282684,0.04403591156,1
847,65,-7.267106533,-12.67800713,1
847,97,-6.471849442,-13.03901386,1
847,129,-6.391364574,-12.39139462,1
847,161,-5.877380371,-11.16384983,1
847,193,-4.966151714,-9.651589394,1
847,225,-4.247071266,-7.935600281,1
847,257,-3.290545464,-5.710466862,1
847,289,-3.464396,-6.043515205,1
847,321,-6.561459541,-7.562945366,1
847,353,-7.795944691,-6.968299389,1
847,385,-7.588463783,-6.016545773,1
847,417,-6.794507027,-7.920716286,1
847,449,-6.044375896,-7.922475815,1
847,481,-4.582033157,-8.775499344,1
847,513,-3.327487469,-9.376001358,1
847,545,-2.514536381,-8.765476227,1
847,577,-3.022929192,-8.391057968,1
847,609,-4.210245132,-8.435102463,1
847,641,-5.235882282,-9.0837183,1
847,673,-5.482120514,-9.943416595,1
847,705,-5.111288071,-10.53190231,1
847,737,-4.524356842,-10.52827644,1
847,769,-4.157031536,-11.36019325,1
847,801,-3.157037735,-9.723088264,1
847,833,-4.481980324,-9.155191422,1
847,865,-4.916705608,-8.842719078,1
847,897,-4.289570332,-9.775568008,1
847,929,-3.745780706,-9.665287018,1
847,961,-3.517650366,-10.02603912,1
847,993,-3.102077007,-10.18031883,1
847,1025,-2.571049929,-10.08331299,1
847,1057,-0.9867324829,-9.930283546,1
847,1089,0.5895700455,-9.825149536,1
847,1121,-0.09936022758,-0.006885528564,1
847,1153,7.855070114,-11.17328548,1
847,1185,3.797305584,-11.7027626,1
847,1217,3.66535449,-11.79839993,1
847,1249,2.575407267,-11.13005066,1
847,1281,3.998959541,-14.96479511,1
847,1313,3.490883827,-13.58529568,1
847,1345,2.592154741,-12.04867268,1
847,1377,2.486963511,-13.23643112,1
847,1409,2.254010677,-14.57519913,1
847,1441,1.088170528,-13.63866806,1
847,1473,0.2297582626,-11.35534954,1
847,1505,-1.030768156,-10.22561455,1
847,1537,-2.989600658,-9.706377029,1
847,1569,-2.92367959,-11.25366116,1
847,1601,-1.466341496,-11.66689014,1
847,1633,-0.3631705046,-10.58063984,1
847,1665,-0.03581658006,-10.82360935,1
847,1697,0.05990682542,-10.61563587,1
847,1729,-0.2096002996,-9.989912987,1
847,1761,-0.9878171682,-9.936244011,1
847,1793,-0.8683125377,-10.33705997,1
847,1825,-0.40476197,-10.02894497,1
847,1857,-0.6287440062,-9.697674751,1
847,1889,-0.6995856166,-9.470201492,1
847,1921,-0.07500101626,-9.697550774,1
847,1953,0.3053079247,-8.593720436,1
847,1985,-0.08049476147,-8.437722206,1
847,2017,-0.8499290943,-8.468873024,1
879,33,-7.685421944,-0.03783321381,1
879,65,-7.090577602,-13.85474777,1
879,97,-6.748054028,-12.73690605,1
879,129,-6.021215916,-11.34242249,1
879,161,-5.485298157,-9.541496277,1
879,193,-4.91244173,-6.568662643,1
879,225,-4.427015305,-6.966166496,1
879,257,-4.234775543,-7.094991207,1
879,289,-4.668672562,-7.680860519,1
879,321,-6.067223072,-8.902391434,1
879,353,-7.033121586,-8.485973358,1
879,385,-5.739032269,-8.029876709,1
879,417,-4.815646172,-7.565983772,1
879,449,-5.149682522,-7.91733408,1
879,481,-5.313888073,-8.368144989,1
879,513,-4.082273006,-8.212684631,1
879,545,-3.590770721,-7.835626602,1
879,577,-3.973241806,-7.204523087,1
879,609,-4.491812229,-7.887004375,1
879,641,-4.666304111,-8.947509766,1
879,673,-4.915627003,-9.718401909,1
879,705,-5.119198799,-10.02377224,1
879,737,-2.015929222,-9.141073227,1
879,769,-1.042486668,-9.247238159,1
879,801,-0.9523825645,-10.56144428,1
879,833,-0.9697175026,-12.06901646,1
879,865,-4.143707275,-7.694483757,1
879,897,-4.537767887,-8.091675758,1
879,929,-4.377586842,-9.689987183,1
879,961,-4.242173195,-10.09601402,1
879,993,-3.792164326,-9.807804108,1
879,1025,-2.506731987,-9.560922623,1
879,1057,-0.07204008102,0.1185102463,1
879,1089,-0.4578205645,-0.09569644928,1
879,1121,0.3307044506,-0.7210826874,1
879,1153,3.13563323,-10.5269537,1
879,1185,3.580289602,-10.70992088,1
879,1217,3.595972776,-10.68114281,1
879,1249,3.012318611,-10.09881401,1
879,1281,2.030454159,-11.13864136,1
879,1313,2.615535736,-11.09918976,1
879,1345,2.345803738,-10.77877235,1
879,1377,1.621274948,-11.59686661,1
879,1409,1.566328168,-12.55552483,1
879,1441,1.613904715,-12.09409142,1
879,1473,0.3866520822,-10.465312,1
879,1505,-0.6598474383,-9.884144783,1
879,1537,-3.050201178,-10.49632835,1
879,1569,-2.750827312,-11.26422691,1
879,1601,-1.082507253,-12.00154972,1
879,1633,0.3901456594,-11.76126957,1
879,1665,0.09258362651,-11.51084709,1
879,1697,-0.2300286293,-10.41674042,1
879,1729,-0.16750741,-10.18707371,1
879,1761,-0.6982550621,-10.30751133,1
879,1793,-0.5017229319,-9.49114418,1
879,1825,-0.1931711137,-9.576569557,1
879,1857,-0.3925559521,-9.801943779,1
879,1889,-0.2344867587,-8.828918457,1
879,1921,-0.4011987448,-8.518450737,1
879,1953,-0.5104527473,-8.226401329,1
879,1985,-0.5356423855,-7.836025238,1
879,2017,-1.676452994,-5.921848774,1
911,33,-12.77181435,1.300504684,1
911,65,-7.395828247,-14.34046555,1
911,97,-7.436066151,-13.76203442,1
911,129,-6.92445755,-11.12949467,1
911,161,-6.266821861,-8.631192207,1
911,193,-5.613833427,-5.426763535,1
911,225,-5.148004532,-5.576081753,1
911,257,-4.855228424,-7.147056103,1
911,289,-4.820946693,-8.320809364,1
911,321,-4.884310246,-8.601896286,1
911,353,-5.632127285,-8.955635071,1
911,385,-5.562983036,-8.643269539,1
911,417,-2.485496521,-8.68652916,1
911,449,-4.420674801,-8.96399498,1
911,481,-4.966482639,-7.499930859,1
911,513,-4.706766605,-6.023528099,1
911,545,-4.679839134,-7.023999214,1
911,577,-4.452625275,-5.880820274,1
911,609,-4.468373775,-6.992478371,1
911,641,-4.186502457,-8.510846138,1
911,673,-4.494772911,-9.663012505,1
911,705,-5.034562111,-9.954051018,1
911,737,-4.21602726,-9.812503815,1
911,769,-2.677938938,-9.297124863,1
911,801,-3.323906898,-10.7913847,1
911,833,-4.180558681,-11.11853123,1
911,865,-3.526833057,-10.0039053,1
911,897,-3.881593704,-10.71130753,1
911,929,-9.264172554,-10.05035019,1
911,961,-4.697950363,-12.54646969,1
911,993,-3.490361452,-9.064130783,1
911,1025,-0.247127533,0.02132225037,1
911,1057,-0.1746507883,-0.2772455215,1
911,1089,-0.8195099831,-0.2650318146,1
911,1121,0.08153367043,-5.359467506,1
911,1153,0.8797367811,-7.512284279,1
911,1185,2.034939766,-9.707094193,1
911,1217,2.844098568,-10.19123459,1
911,1249,3.078223228,-10.14316368,1
911,1281,2.989424467,-10.68902016,1
911,1313,3.397211313,-10.56965351,1
911,1345,3.22863102,-10.77935982,1
911,1377,1.605830312,-11.05559349,1
911,1409,0.998981297,-11.47134113,1
911,1441,0.4728046656,-12.7011795,1
911,1473,-0.4477089643,-11.26918697,1
911,1505,-0.6110713482,-11.8149662,1
911,1537,-1.272871971,-11.27744484,1
911,1569,-1.637857914,-11.19441319,1
911,1601,-1.033982038,-11.97880173,1
911,1633,-0.618493855,-12.02157402,1
911,1665,-0.6254637837,-11.63209915,1
911,1697,-0.6197313666,-10.73078918,1
911,1729,0.1078155637,-10.02824593,1
911,1761,0.5913515091,-9.164997101,1
911,1793,0.8385523558,-7.652098656,1
911,1825,2.026344776,-8.31611824,1
911,1857,0.631862402,-9.13434124,1
911,1889,1.051860094,-7.936038017,1
911,1921,-0.1126882434,-7.728075981,1
911,1953,-0.5864983797,-8.352984428,1
911,1985,-0.6826532483,-8.122663498,1
911,2017,-0.6235987544,-6.480744362,1
943,33,5.580041409,4.1671381,1
943,65,-7.844717026,-13.16823769,1
943,97,-7.096478939,-13.46616077,1
943,129,-7.428791046,-11.35480499,1
943,161,-7.060653687,-8.770349503,1
943,193,-5.992071629,-6.323479652,1
943,225,-5.582824707,-5.743151188,1
943,257,-5.551257133,-6.75393343,1
943,289,-6.245061874,-8.539363861,1
943,321,-5.123922348,-7.867247581,1
943,353,-6.119473934,-7.315517426,1
943,385,-8.294055939,-8.268403053,1
943,417,-7.366970539,-8.003580093,1
943,449,-5.728876114,-8.770946503,1
943,481,-5.110371113,-6.793422222,1
943,513,-5.033055305,-6.192296982,1
943,545,-4.427485943,-7.118592262,1
943,577,-4.116241455,-5.266893387,1
943,609,-4.088667393,-5.262926102,1
943,641,-3.926582813,-6.794270515,1
943,673,-4.328058243,-7.736738205,1
943,705,-5.060153008,-8.458670616,1
943,737,-5.509857178,-9.09841156,1
943,769,-6.046936035,-10.00566673,1
943,801,-5.96031332,-9.257120132,1
943,833,-6.581401825,-8.184697151,1
943,865,-5.919298649,-10.32588387,1
943,897,-6.869462967,-15.10479641,1
943,929,-4.379094124,-17.55420303,1
943,961,-10.94992161,-10.28939533,1
943,993,-13.46945477,-14.41261578,1
943,1025,0.3656449318,-0.3923549652,1
943,1057,0.3057432175,-0.5704011917,1
943,1089,-0.3435978889,-0.2507696152,1
943,1121,-0.7481882572,-10.21065998,1
943,1153,-0.002169519663,-7.910647392,1
943,1185,1.615170956,-9.506770134,1
943,1217,1.950693369,-10.10948753,1
943,1249,2.327550411,-9.801498413,1
943,1281,2.855889797,-10.83895779,1
943,1313,4.112844467,-11.12143517,1
943,1345,3.28519392,-11.54175663,1
943,1377,-0.1577333212,-11.89092159,1
943,1409,-1.284423947,-11.45508575,1
943,1441,-1.604770184,-10.66320324,1
943,1473,-0.5800337791,-11.81695366,1
943,1505,0.2845675647,-12.44838619,1
943,1537,0.1722152233,-11.74706554,1
943,1569,-0.6531057358,-11.51957512,1
943,1601,-1.683946848,-12.09226894,1
943,1633,-1.080515146,-11.33738995,1
943,1665,-0.5553652048,-10.94648266,1
943,1697,-0.4924134314,-10.37819767,1
943,1729,0.8232694864,-8.899959564,1
943,1761,0.9209447503,-7.082001686,1
943,1793,0.7011094689,-6.587050915,1
943,1825,1.084129572,-7.312918186,1
943,1857,0.8172596693,-7.766421318,1
943,1889,1.002313137,-7.633000851,1
943,1921,0.2153206915,-7.656596184,1
943,1953,-0.227617979,-8.158158302,1
943,1985,-0.5573126674,-8.079214096,1
943,2017,-0.878939867,-6.724481583,1
975,33,-22.50909042,0.601433754,1
975,65,-6.613712311,-13.76983643,1
975,97,-5.780113697,-12.93089581,1
975,129,-6.635428429,-10.97266006,1
975,161,-5.917908192,-9.238562584,1
975,193,-4.937173843,-7.994648933,1
975,225,-5.458992958,-7.566418648,1
975,257,-6.828416348,-7.813174248,1
975,289,-8.012781143,-8.244670868,1
975,321,-5.496888161,-7.897368431,1
975,353,-5.44581604,-7.696801186,1
975,385,-6.922124386,-9.32269001,1
975,417,-8.115055084,-7.78715086,1
975,449,-5.248407841,-5.42758894,1
975,481,-4.85334301,-5.094874382,1
975,513,-5.714873791,-6.277558804,1
975,545,-4.13509798,-7.378207207,1
975,577,-4.045300007,-6.034742832,1
975,609,-4.747846603,-4.969730377,1
975,641,-4.442673683,-5.648796082,1
975,673,-4.450617313,-6.318091869,1
975,705,-4.96804285,-7.27338171,1
975,737,-5.827032566,-8.491424561,1
975,769,-7.002134323,-9.899392128,1
975,801,-7.061359406,-9.400200844,1
975,833,-7.205980778,-9.153717041,1
975,865,-8.182297707,-9.989090919,1
975,897,-8.312833786,-14.90772533,1
975,929,-9.898044586,-13.59757996,1
975,961,-0.05964660645,-0.1575984955,1
975,993,0.6705164909,-0.0350561142,1
975,1025,0.8299293518,-0.1016683578,1
975,1057,0.5793032646,-0.1887645721,1
975,1089,-2.117213964,-10.6064806,1
975,1121,-1.420136452,-10.91796684,1
975,1153,-0.6447814703,-10.76781464,1
975,1185,-0.04189109802,-10.25337219,1
975,1217,0.1941890717,-10.36459732,1
975,1249,1.237569094,-9.789293289,1
975,1281,1.981309533,-11.61201096,1
975,1313,2.296253204,-11.54933167,1
975,1345,1.077881932,-12.46612263,1
975,1377,-0.7537581921,-15.69536972,1
975,1409,-0.8680081964,-12.64962006,1
975,1441,-0.6528766155,-10.15885735,1
975,1473,-0.4866676033,-11.7489872,1
975,1505,-0.3923024535,-12.09131145,1
975,1537,-0.2462961078,-11.64653969,1
975,1569,-0.2759739161,-11.56306744,1
975,1601,-0.726249814,-11.12663269,1
975,1633,-0.7672356367,-10.22597885,1
975,1665,-0.57155478,-10.05090714,1
975,1697,-1.125517368,-9.929573059,1
975,1729,-0.5978491306,-7.36370945,1
975,1761,-0.209497571,-5.549394608,1
975,1793,-0.8807522058,-6.15759182,1
975,1825,-1.169657826,-7.201797009,1
975,1857,-0.7457159758,-7.815594673,1
975,1889,-0.5389823318,-7.71768713,1
975,1921,0.04093980789,-7.489234924,1
975,1953,0.3494707942,-8.003015518,1
975,1985,-0.6381910443,-7.662024975,1
975,2017,-1.478326321,-6.601932526,1
1007,33,-17.73165131,-0.3035850525,1
1007,65,-5.022577286,-11.58413601,1
1007,97,-4.286108017,-11.18089867,1
1007,129,-5.391918182,-10.35933208,1
1007,161,-6.041583061,-9.820865631,1
1007,193,-5.586744308,-8.98307991,1
1007,225,-5.470621109,-8.126935005,1
1007,257,-5.524366379,-8.742014885,1
1007,289,-5.675278187,-8.356430054,1
1007,321,-5.887269974,-7.79111433,1
1007,353,-4.426043987,-7.559556484,1
1007,385,-3.780751705,-8.55169487,1
1007,417,-5.075204849,-9.214663506,1
1007,449,-7.426167965,-4.629365921,1
1007,481,-5.523146629,-5.462375641,1
1007,513,-5.84978199,-7.093905926,1
1007,545,-5.516517639,-7.009849072,1
1007,577,-5.651799679,-6.29284811,1
1007,609,-5.40531683,-5.681894779,1
1007,641,-4.487109184,-5.287373066,1
1007,673,-4.473049641,-6.076424599,1
1007,705,-8.609376907,-12.40792274,1
1007,737,-8.702733994,-10.38026714,1
1007,769,-8.101346016,-10.90266037,1
1007,801,-7.50174427,-10.30168247,1
1007,833,-6.857718468,-9.684151649,1
1007,865,-6.683290958,-10.30765438,1
1007,897,-6.39305687,-12.14106655,1
1007,929,-8.173010826,-11.81401825,1
1007,961,-0.375243187,-0.3714199066,1
1007,993,0.1854400635,-0.2379293442,1
1007,1025,0.4898164272,-0.7690238953,1
1007,1057,-0.6312947273,-10.33144951,1
1007,1089,-1.740958214,-10.57209396,1
1007,1121,-1.94839108,-11.48246479,1
1007,1153,-1.701441765,-12.73956394,1
1007,1185,-1.340047598,-12.62542343,1
1007,1217,-1.268165708,-10.60766888,1
1007,1249,-1.30071938,-9.903913498,1
1007,1281,-2.028336048,-18.72706604,1
1007,1313,1.563895702,-11.66386414,1
1007,1345,0.947961092,-12.59227848,1
1007,1377,-0.5348308086,-15.0187645,1
1007,1409,-0.8569953442,-13.44358253,1
1007,1441,-0.4689862132,-12.16354179,1
1007,1473,-0.1939505935,-11.94667816,1
1007,1505,-0.05929872394,-12.43505859,1
1007,1537,-0.7016990185,-12.80695724,1
1007,1569,-1.261722565,-11.62770748,1
1007,1601,-1.192169309,-10.50836182,1
1007,1633,-0.8572583199,-9.460432053,1
1007,1665,-0.70405972,-9.549344063,1
1007,1697,-1.044434786,-9.403999329,1
1007,1729,-1.705917478,-8.226741791,1
1007,1761,-1.609468341,-6.436910629,1
1007,1793,-1.784468651,-5.770037651,1
1007,1825,-2.533638954,-6.579478264,1
1007,1857,-2.303057194,-7.23771286,1
1007,1889,-1.43268013,-7.548382759,1
1007,1921,-0.7043474913,-7.733968735,1
1007,1953,-1.127820492,-7.974437714,1
1007,1985,-1.823166132,-7.261048794,1
1007,2017,-2.263803244,-5.580640316,1
1039,33,-4.708391666,-11.549263,1
1039,65,-5.00673151,-10.03829575,1
1039,97,-3.917901039,-9.486520767,1
1039,129,-3.84510994,-9.30209446,1
1039,161,-4.688254356,-10.17029858,1
1039,193,-4.448812962,-9.9177351,1
1039,225,-5.215418339,-8.943516731,1
1039,257,-5.995717049,-9.385055542,1
1039,289,-5.87019825,-9.570857048,1
1039,321,-5.599500656,-8.203853607,1
1039,353,-3.443591118,-5.70416832,1
1039,385,-3.851065636,-7.064176083,1
1039,417,-4.878292561,-7.64953661,1
1039,449,-6.801400661,-6.142114162,1
1039,481,-6.83786726,-6.417807102,1
1039,513,-6.541662216,-6.337853909,1
1039,545,-4.527580738,-5.74255991,1
1039,577,-5.637516022,-6.546013832,1
1039,609,-5.385304451,-6.222750187,1
1039,641,-4.547254086,-5.6142869,1
1039,673,-3.588896275,-5.95514822,1
1039,705,-7.574343681,-13.37869835,1
1039,737,-1.469148636,7.904982567,1
1039,769,-7.328690529,-12.42805099,1
1039,801,-7.207328796,-11.27145481,1
1039,833,-6.756967545,-10.14520931,1
1039,865,-6.388219833,-10.5888319,1
1039,897,-6.233020782,-11.18321896,1
1039,929,-6.847362995,-10.93322849,1
1039,961,-0.174943924,0.3109455109,1
1039,993,-0.008122444153,-0.1208181381,1
1039,1025,0.1763978004,-0.620341301,1
1039,1057,-0.4647815228,-10.02341938,1
1039,1089,-0.1296420097,-10.45479965,1
1039,1121,-2.136609554,-11.15525341,1
1039,1153,-2.41915226,-14.1600523,1
1039,1185,-2.311452389,-13.28953171,1
1039,1217,-2.372632742,-10.04089642,1
1039,1249,-3.623695135,-9.5060215,1
1039,1281,-2.562113285,-10.26658058,1
1039,1313,-0.2716531754,-10.6861124,1
1039,1345,0.6701658964,-11.28935528,1
1039,1377,-0.4059022069,-12.32007599,1
1039,1409,-0.9458028674,-12.30099106,1
1039,1441,-0.6433882117,-12.12371349,1
1039,1473,-0.2631064653,-11.88951683,1
1039,1505,-0.2848330736,-12.57572746,1
1039,1537,-1.380759954,-13.33067989,1
1039,1569,-1.404256582,-11.57288742,1
1039,1601,-1.267334461,-10.63726807,1
1039,1633,-0.7107549906,-9.533657074,1
1039,1665,-0.2861537933,-9.535061836,1
1039,1697,-0.8143181801,-9.68297863,1
1039,1729,-1.643661261,-9.20425415,1
1039,1761,-2.084404469,-8.471371651,1
1039,1793,-2.134630442,-7.194727898,1
1039,1825,-2.737651348,-6.495622158,1
1039,1857,-3.757157803,-6.40662241,1
1039,1889,-2.788282871,-7.6700387,1
1039,1921,-1.955276489,-8.394119263,1
1039,1953,-2.332229137,-8.157829285,1
1039,1985,-2.297820568,-7.016327381,1
1039,2017,-1.962548852,-3.440287828,1
1071,33,-14.5806942,8.25965023,1
1071,65,-5.071299553,-10.28577709,1
1071,97,-5.371351242,-9.527188301,1
1071,129,-5.155908108,-9.329644203,1
1071,161,-4.821455956,-9.792207718,1
1071,193,-5.011174679,-10.29292965,1
1071,225,-5.714150906,-9.584160805,1
1071,257,-7.540896416,-8.75703907,1
1071,289,-25.59818649,-11.6328516,1
1071,321,-5.486719131,-7.743109703,1
1071,353,-4.285278797,-6.714286327,1
1071,385,-4.15032959,-7.140808105,1
1071,417,-4.856215477,-6.934683323,1
1071,449,-6.009255886,-4.893914223,1
