PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 9, filenames: A:[9]MAX_1202204_TgUtrmcherry_K4K8MO010.avi & B:[10]MAX_1202204_TgUtrmcherry_K4K8MO010.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
751,513,-0.6702640653,-5.131667137,1
751,545,1.271098018,-3.999111652,1
751,577,4.693472862,-4.055144787,1
751,609,5.765094757,-4.840432167,1
751,641,3.593201876,-4.381735325,1
751,673,2.276371479,-4.157784939,1
751,705,1.83377862,-4.543591976,1
751,737,0.621650219,-4.100011349,1
751,769,-0.001739531755,-2.7417593,1
751,801,0.2939196825,-3.485614061,1
751,833,1.448687077,-3.993777037,1
751,865,2.671999693,-3.785463095,1
751,897,3.128429651,-3.51855588,1
751,929,2.713693142,-3.558553696,1
751,961,2.841338158,-3.537937164,1
751,993,2.541638374,-0.00764465332,1
751,1025,2.182256937,-0.9087715149,1
751,1057,3.123219013,-1.174437165,1
751,1089,3.639435291,-1.72473228,1
751,1121,6.502948761,-8.917442322,1
751,1153,8.657430649,-6.314869881,1
751,1185,6.675495625,-6.350310802,1
751,1217,-0.2607126236,0.2789311409,1
751,1249,0.2065095901,0.8080410957,1
751,1281,0.3003225327,-0.417011261,1
751,1313,20.99758148,-4.586257935,1
751,1345,-1.314567089,-10.34254742,1
751,1377,-3.28785634,-13.7715826,1
751,1409,2.266256809,-10.60160828,1
751,1441,2.890347958,-9.308839798,1
751,1473,3.44147563,-7.730566978,1
751,1505,3.427479744,-6.41533947,1
751,1537,2.680810213,-5.290742874,1
751,1569,2.268596888,-5.212911129,1
751,1601,3.168270111,-5.086879253,1
751,1633,3.342550755,-4.344423771,1
751,1665,2.844194889,-4.16975975,1
751,1697,2.270759344,-3.814337492,1
751,1729,2.17268157,-3.014298439,1
751,1761,2.741191149,-1.893733025,1
751,1793,3.858225107,-1.298907757,1
751,1825,3.697652817,-1.739331245,1
751,1857,2.723167419,-2.154763699,1
751,1889,2.31692934,-1.931666613,1
751,1921,2.195250988,-1.741950989,1
751,1953,2.681439161,-1.908977747,1
751,1985,2.783274651,-1.561531305,1
751,2017,2.284753323,-1.58191669,1
783,33,0.9880913496,0.233237505,1
783,65,0.8294330835,-0.2041822672,1
783,97,0.7157496214,0.6801308393,1
783,129,0.3973035812,-0.7508322001,1
783,161,-0.4401342571,-1.836412311,1
783,193,12.37567997,-18.74941063,1
783,225,-0.4236306846,-3.853283644,1
783,257,-0.7210536599,-4.807730675,1
783,289,-1.066761494,-4.225029945,1
783,321,-0.9204081297,-2.89689827,1
783,353,-1.231602669,-2.929855347,1
783,385,-1.371917009,-2.786089897,1
783,417,-1.175390601,-3.787408829,1
783,449,-1.400178194,-5.165455818,1
783,481,-1.770522952,-5.819361687,1
783,513,-1.49919939,-6.076890945,1
783,545,0.579461813,-5.500971794,1
783,577,1.684086323,-5.063500881,1
783,609,2.204029322,-6.416461945,1
783,641,2.668984413,-5.800629616,1
783,673,1.753710747,-5.804583549,1
783,705,0.9574222565,-5.247936249,1
783,737,0.3827159405,-4.427179813,1
783,769,-0.0129840374,-4.184256554,1
783,801,0.6258914471,-4.229956627,1
783,833,2.02098918,-4.115562439,1
783,865,2.772950888,-2.937161446,1
783,897,2.228526354,-4.202236176,1
783,929,2.016032934,-4.326584339,1
783,961,2.027285099,-4.270343304,1
783,993,2.010705471,-3.125391245,1
783,1025,2.012869835,-1.751395226,1
783,1057,2.410347939,-1.551732063,1
783,1089,2.607080936,-2.172382593,1
783,1121,3.213837147,-4.271043301,1
783,1153,5.294839382,-6.159626484,1
783,1185,6.28556776,-6.652049065,1
783,1217,-0.2674245834,-0.3044610023,1
783,1249,0.1410784721,0.6192259789,1
783,1281,-0.4053299427,-0.08950042725,1
783,1313,2.113632679,-10.60212708,1
783,1345,1.5221771,-11.11752033,1
783,1377,1.618269682,-10.18148899,1
783,1409,2.296629667,-9.905882835,1
783,1441,3.229304075,-9.629211426,1
783,1473,3.41767168,-8.147205353,1
783,1505,3.465950727,-7.11379528,1
783,1537,3.22942996,-6.04796505,1
783,1569,2.407430887,-5.49314785,1
783,1601,2.677393913,-4.95883131,1
783,1633,2.557817459,-3.611403942,1
783,1665,2.070024967,-2.691899061,1
783,1697,1.743035793,-2.021441936,1
783,1729,2.305981636,-1.706010818,1
783,1761,4.175924778,-1.979666948,1
783,1793,6.4363451,-0.8254768848,1
783,1825,6.648486614,-2.615376949,1
783,1857,5.36962986,-4.306908607,1
783,1889,3.139541149,-2.739062071,1
783,1921,3.530235767,-2.201433659,1
783,1953,2.805320263,-3.042822599,1
783,1985,1.894874573,-2.421230316,1
783,2017,1.533914208,-1.369314909,1
815,33,-11.56620026,0.6657072306,1
815,65,0.6469922066,-0.100906685,1
815,97,-0.03329093754,-0.2881842256,1
815,129,-0.3801422715,-0.8956887722,1
815,161,-1.738004565,-0.9448609352,1
815,193,17.39312744,5.925148964,1
815,225,0.7904302478,-3.904881716,1
815,257,0.05597367883,-4.463692665,1
815,289,-0.352746129,-4.057118416,1
815,321,-0.5739808679,-2.926806927,1
815,353,-0.2702429891,-2.261168242,1
815,385,-0.1057838202,-3.558700323,1
815,417,-0.4738108516,-4.955329895,1
815,449,-0.9325485229,-5.595266819,1
815,481,-1.948916078,-6.312913418,1
815,513,-2.404574394,-6.617884636,1
815,545,-0.5280677676,-6.588367939,1
815,577,0.9065254927,-6.333257198,1
815,609,1.714492559,-6.602757454,1
815,641,1.638142347,-7.461173534,1
815,673,0.9116156101,-7.385166168,1
815,705,-0.1673159599,-6.354417801,1
815,737,0.2547149062,-5.457453728,1
815,769,1.340611815,-5.897678852,1
815,801,2.24108839,-5.494098663,1
815,833,1.854274988,-5.065579414,1
815,865,1.467401147,-3.302066326,1
815,897,1.189662576,-4.983581543,1
815,929,0.9403175116,-5.416734219,1
815,961,1.226942778,-5.344990253,1
815,993,1.224280477,-4.831616402,1
815,1025,1.77892375,-4.011595726,1
815,1057,2.097116947,-3.527010918,1
815,1089,1.857907414,-3.70138979,1
815,1121,1.970939398,-4.346652508,1
815,1153,2.240305185,-6.361877918,1
815,1185,4.942202091,-7.068131447,1
815,1217,0.1327795982,0.2716164589,1
815,1249,2.796298265,-13.359231,1
815,1281,1.996129513,-10.20715904,1
815,1313,1.593599558,-12.59993172,1
815,1345,1.100538731,-12.18742943,1
815,1377,1.451253891,-10.51903629,1
815,1409,2.23593688,-10.14502525,1
815,1441,3.302702427,-9.837006569,1
815,1473,2.748673201,-8.869631767,1
815,1505,2.426546574,-7.280571461,1
815,1537,2.264829636,-6.241438389,1
815,1569,1.893116713,-5.942695618,1
815,1601,2.560935974,-5.023786545,1
815,1633,2.358583689,-3.847349167,1
815,1665,1.335562706,-3.215024471,1
815,1697,1.624382138,-2.50029707,1
815,1729,2.460616827,-2.574989796,1
815,1761,4.076724052,-2.614056826,1
815,1793,3.826411724,-1.998188257,1
815,1825,4.080895424,-2.581676483,1
815,1857,4.012413025,-3.927226782,1
815,1889,2.603989601,-2.641223192,1
815,1921,1.962039709,-1.710575581,1
815,1953,1.142348528,-2.100069761,1
815,1985,-0.02283203602,-1.864253163,1
815,2017,0.2829033732,-1.257609367,1
847,33,-0.3160030246,1.627049565,1
847,65,0.02012228966,-0.488791436,1
847,97,-0.2082716227,-1.294057965,1
847,129,-0.6075965166,-1.786581755,1
847,161,-0.8469247222,-1.037688255,1
847,193,0.02470883727,-1.766628742,1
847,225,18.76382446,-8.488552094,1
847,257,0.06830917299,-4.05656147,1
847,289,-0.795584619,-3.338198423,1
847,321,-1.070160151,-3.586426497,1
847,353,-0.8972676992,-2.92851162,1
847,385,-0.6629259586,-4.485650539,1
847,417,-0.4430301189,-6.034903049,1
847,449,-0.9639254808,-6.225067616,1
847,481,-1.64194572,-6.870084763,1
847,513,-2.026143551,-7.15016222,1
847,545,-0.8491410613,-7.225146294,1
847,577,0.1168593168,-6.960174561,1
847,609,0.3798008561,-5.768091202,1
847,641,0.231226027,-7.048334122,1
847,673,0.4306440353,-7.31515789,1
847,705,0.3968387842,-6.989980221,1
847,737,0.8862714767,-6.659525871,1
847,769,1.323593855,-6.566152096,1
847,801,1.513268948,-6.958711624,1
847,833,2.830037832,-6.51422739,1
847,865,1.85201931,-6.211755753,1
847,897,-0.2994719744,-7.080978394,1
847,929,-0.4323866367,-8.132104874,1
847,961,0.04962396622,-7.480845928,1
847,993,0.7339346409,-7.066674232,1
847,1025,1.227844715,-7.363904953,1
847,1057,1.119967222,-6.618839264,1
847,1089,1.442232132,-7.034209728,1
847,1121,1.235296011,-6.054739952,1
847,1153,1.650035739,-4.330226421,1
847,1185,2.389581203,-7.462026119,1
847,1217,2.192114115,-10.09003639,1
847,1249,2.013015747,-17.14180374,1
847,1281,1.575029135,-11.66569328,1
847,1313,1.828254819,-14.75732803,1
847,1345,1.805398107,-13.14289093,1
847,1377,1.342782259,-11.6119194,1
847,1409,1.383997798,-11.12535667,1
847,1441,1.923537731,-11.94412327,1
847,1473,1.497083426,-10.45174885,1
847,1505,1.376500726,-7.388453007,1
847,1537,1.167037964,-6.040203571,1
847,1569,0.8265447617,-5.927149773,1
847,1601,0.4514957666,-5.390390873,1
847,1633,0.6309261322,-4.772858143,1
847,1665,0.1104141474,-4.851544857,1
847,1697,0.8022933006,-4.156878948,1
847,1729,2.703436613,-3.044655323,1
847,1761,2.174295187,-2.627468824,1
847,1793,1.428245068,-1.930849552,1
847,1825,0.1139959097,-2.094842196,1
847,1857,-0.161183238,-2.306936502,1
847,1889,1.025007486,-1.773920059,1
847,1921,0.6830117702,-0.8079141378,1
847,1953,0.1770496964,-1.307327271,1
847,1985,-0.5862579346,-0.7720658779,1
847,2017,-1.601162434,-0.3486578465,1
879,33,-0.9387636185,2.124290705,1
879,65,-0.2768151164,-0.6253841519,1
879,97,0.1039610505,-2.226239204,1
879,129,-0.2502377331,-2.245401621,1
879,161,-0.3029071093,-2.29649353,1
879,193,-0.321631521,-2.189048529,1
879,225,-0.3225868046,-3.446900606,1
879,257,-0.7401205301,-4.943318844,1
879,289,3.378385305,-23.81241035,1
879,321,-0.6496436596,-3.574052811,1
879,353,-0.9478026628,-3.155332565,1
879,385,-0.4933774173,-4.982211113,1
879,417,-0.2418531179,-6.141813755,1
879,449,-0.4992348552,-6.726687908,1
879,481,-1.269959331,-7.796072006,1
879,513,-1.161239743,-7.131553173,1
879,545,-0.5434532762,-7.637270927,1
879,577,-0.2314594984,-7.409161091,1
879,609,-1.521161318,-6.853218079,1
879,641,-1.972021699,-5.879830837,1
879,673,0.03120617568,-6.797051907,1
879,705,1.074093223,-7.535569668,1
879,737,1.011845708,-7.322995186,1
879,769,1.581123948,-7.089188099,1
879,801,2.051071644,-7.568799019,1
879,833,1.240590811,-8.497220039,1
879,865,0.9672903419,-8.084312439,1
879,897,-0.8073430061,-9.028216362,1
879,929,-2.466584444,-10.19085979,1
879,961,-1.070092797,-9.49649334,1
879,993,0.2391944677,-9.951199532,1
879,1025,1.48058784,-8.569711685,1
879,1057,2.885660172,-8.176897049,1
879,1089,0.9276679754,0.1811656952,1
879,1121,1.807453871,-7.168851376,1
879,1153,1.284784555,-5.031480312,1
879,1185,1.240211368,-8.209424019,1
879,1217,1.17736721,-9.244241714,1
879,1249,1.3658216,-14.90661144,1
879,1281,2.385102272,-11.49844074,1
879,1313,2.722565174,-15.24520016,1
879,1345,2.220938206,-13.45057869,1
879,1377,0.8170219064,-12.70063591,1
879,1409,0.2530425191,-11.85280037,1
879,1441,0.7580522895,-14.1715374,1
879,1473,0.7613153458,-11.49022293,1
879,1505,0.6850685477,-6.667223454,1
879,1537,0.9851893187,-4.534698009,1
879,1569,0.4054635763,-6.092590809,1
879,1601,-0.007197141647,-6.222054482,1
879,1633,-0.1383064687,-4.460516453,1
879,1665,-1.259900808,-4.806362629,1
879,1697,-2.040650129,-4.591957569,1
879,1729,0.8334619403,-3.277659416,1
879,1761,1.260166407,-3.552832842,1
879,1793,1.103528976,-3.105735779,1
879,1825,-1.035174966,-2.030155659,1
879,1857,-1.980630636,-1.631509066,1
879,1889,-0.02514219284,-1.566450715,1
879,1921,0.193177402,-1.843677282,1
879,1953,-0.3642863035,-2.319252968,1
879,1985,-0.7035858035,-0.7179638147,1
879,2017,-1.827641606,0.2758447528,1
911,33,-0.1655085087,2.880343199,1
911,65,1.032181382,-1.447412848,1
911,97,1.325451255,-2.439613819,1
911,129,0.2441164851,-2.81076169,1
911,161,-0.368832171,-3.002402067,1
911,193,-0.6290756464,-2.786076307,1
911,225,-1.862655282,5.571838856,1
911,257,-0.0993707478,-20.29124451,1
911,289,0.4451380968,-5.770048141,1
911,321,-0.9241268635,-3.200945377,1
911,353,-0.4846119285,-2.814684868,1
911,385,-0.0892804265,-5.099039078,1
911,417,0.346432656,-6.300041676,1
911,449,-0.009613513947,-6.500195026,1
911,481,-0.8700964451,-7.413732052,1
911,513,-0.8413237333,-7.578733921,1
911,545,-0.1900904179,-7.916776657,1
911,577,-0.2526596189,-7.925658226,1
911,609,-0.3921967447,-7.880372047,1
911,641,-0.4985220432,-7.618913651,1
911,673,-0.1967047751,-7.340975285,1
911,705,0.4796512723,-7.785536766,1
911,737,0.5259042978,-7.841489792,1
911,769,0.7650402784,-7.48525238,1
911,801,0.4337468743,-8.101301193,1
911,833,0.2459468842,-9.918148994,1
911,865,0.94792068,-10.38476467,1
911,897,0.5037555099,-11.37030411,1
911,929,-0.4520163536,-11.12150955,1
911,961,-0.04957172275,-10.98386574,1
911,993,1.777955532,-9.977049828,1
911,1025,0.7081701756,-8.615986824,1
911,1057,1.79241693,-8.40132618,1
911,1089,4.777525902,-7.967658043,1
911,1121,2.183042765,-7.403081894,1
911,1153,0.9885423779,-3.978185654,1
911,1185,4.467671394,-9.343381882,1
911,1217,-2.230494022,-10.7276907,1
911,1249,1.985991955,-12.71107674,1
911,1281,2.738055706,-12.03620148,1
911,1313,-18.55531693,-18.90369415,1
911,1345,0.2270897627,-13.3643837,1
911,1377,-0.3918738961,-13.79310989,1
911,1409,-2.236584663,-11.2582655,1
911,1441,-2.491995573,-11.49855042,1
911,1473,-0.3741880655,-9.925793648,1
911,1505,0.005020499229,-5.219871521,1
911,1537,0.9518894553,-2.068959236,1
911,1569,1.499035597,-3.598993301,1
911,1601,1.033849239,-4.50038147,1
911,1633,-0.3642739356,-3.923818111,1
911,1665,-0.8324100375,-3.16248107,1
911,1697,-1.727323771,-3.286141396,1
911,1729,-1.841776133,-3.123524189,1
911,1761,1.203194737,-5.597031116,1
911,1793,1.469569921,-5.114501953,1
911,1825,-0.1306939721,-0.6910102367,1
911,1857,-0.06431591511,-1.047512293,1
911,1889,0.5761688352,-0.4778046608,1
911,1921,1.083994031,-1.679730296,1
911,1953,-0.4724394083,-5.666901112,1
911,1985,0.516659379,-1.329081297,1
911,2017,-0.3390295506,0.07427930832,1
943,33,-0.2556217909,3.185423851,1
943,65,1.454777718,-3.161695957,1
943,97,2.019871235,-3.018381834,1
943,129,0.31270504,-2.983508348,1
943,161,-0.6856726408,-3.351835012,1
943,193,-1.084061265,-3.334754705,1
943,225,-0.1137267351,-4.779913902,1
943,257,1.062041283,-7.056398869,1
943,289,0.05889880657,-6.66211319,1
943,321,-1.398988724,-5.130715847,1
943,353,-0.9861133099,-5.084814548,1
943,385,-0.3855667412,-6.012763977,1
943,417,-0.07237532735,-6.324358463,1
943,449,0.03207159042,-6.767349243,1
943,481,-0.1822822094,-7.420782089,1
943,513,-0.9005508423,-7.731135368,1
943,545,-0.3708602786,-8.036870956,1
943,577,-0.3199276626,-8.006919861,1
943,609,-0.4018728733,-7.848329067,1
943,641,-0.582662046,-8.30606842,1
943,673,-0.2409974337,-9.30389595,1
943,705,0.562959671,-9.177798271,1
943,737,0.6746940613,-7.902118683,1
943,769,-0.2700337172,-7.55278635,1
943,801,-0.4439204037,-8.356184006,1
943,833,-0.5148107409,-10.2448225,1
943,865,-0.2855756283,-12.04468918,1
943,897,0.8893005848,-14.38366985,1
943,929,1.823736191,-11.59284306,1
943,961,1.971758604,-11.40501881,1
943,993,1.103926539,-10.71752548,1
943,1025,-0.4696249962,-9.973263741,1
943,1057,-1.462752938,-12.83589363,1
943,1089,-0.7637146711,-13.29363441,1
943,1121,0.7599060535,-7.504126072,1
943,1153,1.139454603,-3.124365807,1
943,1185,14.61203289,-9.507195473,1
943,1217,-12.71457291,-12.47893047,1
943,1249,-0.8113539219,-14.47589684,1
943,1281,-0.7018778324,-12.62839222,1
943,1313,-0.9861828089,-14.9795599,1
943,1345,-1.273919821,-14.3135252,1
943,1377,-1.44267714,-13.39995956,1
943,1409,-2.096714258,-11.6366787,1
943,1441,-3.076906443,-10.60286236,1
943,1473,-1.858047724,-8.387360573,1
943,1505,-1.063562989,-4.563110828,1
943,1537,-0.008139014244,-2.443496943,1
943,1569,1.417411923,-2.390561581,1
943,1601,0.9038767219,-3.705237389,1
943,1633,0.004397213459,-3.562031746,1
943,1665,-0.198684305,-2.463345528,1
943,1697,-0.7574977875,-1.986516953,1
943,1729,-1.809913039,-2.959601879,1
943,1761,0.7406477332,-3.71493125,1
943,1793,1.273475885,-3.137779236,1
943,1825,0.01854681969,-2.348110437,1
943,1857,0.3966967463,-1.090992451,1
943,1889,0.7499461174,-0.9505726099,1
943,1921,1.376008272,-1.43857801,1
943,1953,1.839532137,-2.154081106,1
943,1985,2.475998402,-1.941532373,1
943,2017,1.363934159,-0.2513893247,1
975,33,20.23055458,2.890086889,1
975,65,0.6282073855,-2.8107512,1
975,97,0.2507257462,-3.373608112,1
975,129,0.2011924386,-3.42119503,1
975,161,-0.4829155803,-4.087160587,1
975,193,-0.5059429407,-4.570912838,1
975,225,0.9222871065,-5.923209667,1
975,257,-19.25715065,-1.138893127,1
975,289,-1.181466222,-5.973706722,1
975,321,0.05181157589,-6.692036152,1
975,353,0.5864319801,-6.899991035,1
975,385,0.02443224192,-6.729243279,1
975,417,0.0428429842,-6.42535305,1
975,449,0.2464140356,-6.721946716,1
975,481,0.1154588759,-7.502309799,1
975,513,0.231151104,-8.162427902,1
975,545,0.2313616276,-8.007684708,1
975,577,0.02151979506,-6.853656769,1
975,609,-0.1400183141,-6.268792152,1
975,641,-0.3293992281,-8.270051956,1
975,673,-0.7880077362,-8.970026016,1
975,705,-1.220203638,-8.288362503,1
975,737,-0.6578631997,-7.979578018,1
975,769,-0.3266401887,-7.885521412,1
975,801,-0.7735025883,-8.614242554,1
975,833,-1.402263403,-9.767286301,1
975,865,-1.705648422,-11.13477135,1
975,897,-1.170569181,-13.59830475,1
975,929,1.169701576,-11.14443016,1
975,961,0.4792704582,-10.94272041,1
975,993,-0.4824750423,-11.66017628,1
975,1025,-0.5475258827,-10.42617607,1
975,1057,-3.455046892,-10.81050491,1
975,1089,-1.981263876,-11.90494347,1
975,1121,-0.04354143143,-7.3621521,1
975,1153,-1.089053512,-2.378308296,1
975,1185,-1.557349801,-9.161518097,1
975,1217,-1.643075109,-13.45919037,1
975,1249,-1.797210932,-16.05375671,1
975,1281,0.01490473747,-13.04072285,1
975,1313,2.253134727,-18.7269783,1
975,1345,-3.335606098,-13.24219036,1
975,1377,-3.527947426,-11.41008568,1
975,1409,-3.890948057,-11.00389385,1
975,1441,-4.966913223,-10.70366192,1
975,1473,-5.554601192,-8.705163956,1
975,1505,-21.47498131,-4.687249184,1
975,1537,-0.6612866521,-2.354176521,1
975,1569,0.5072441101,-2.282948494,1
975,1601,-0.0822429955,-2.982032299,1
975,1633,0.09231394529,-2.917943954,1
975,1665,0.2685880363,-2.090838671,1
975,1697,-0.4489178658,-1.179251194,1
975,1729,-1.107704163,-2.25486517,1
975,1761,-0.9760643244,-3.353429079,1
975,1793,-1.033305168,-3.202855587,1
975,1825,-1.107516527,-1.85481286,1
975,1857,-0.5441254377,-0.4980559349,1
975,1889,-0.1929284781,-0.8620496988,1
975,1921,-0.03499737382,-1.854788423,1
975,1953,0.6495250463,-1.436527491,1
975,1985,0.8213214874,-1.230051041,1
975,2017,0.2293248177,-0.4588400722,1
1007,33,20.46303368,2.432713032,1
1007,65,-0.2271440923,-2.658695221,1
1007,97,-0.6266223788,-3.44353652,1
1007,129,-0.5208805799,-4.272654533,1
1007,161,-12.08644962,11.18290138,1
1007,193,-0.957529664,-4.695712566,1
1007,225,2.320621252,14.7468586,1
1007,257,-1.586382627,-5.409389019,1
1007,289,-0.963304162,-5.875911236,1
1007,321,-0.5979520679,-8.489345551,1
1007,353,-0.1068304777,-8.346725464,1
1007,385,0.3004826605,-6.663211823,1
1007,417,0.06635175645,-6.486235619,1
1007,449,0.3108747005,-6.872768402,1
1007,481,0.9167600274,-7.880857944,1
1007,513,1.297968626,-9.374014854,1
1007,545,1.656757474,-9.843095779,1
1007,577,0.7386776805,-8.749258995,1
1007,609,0.259360373,-7.796486855,1
1007,641,-0.1710824668,-8.181333542,1
1007,673,-1.333611965,-8.036231041,1
1007,705,-1.31325686,-7.683243752,1
1007,737,-0.9759399891,-7.453755856,1
1007,769,-1.126728773,-7.740278244,1
1007,801,-1.183267593,-8.479981422,1
1007,833,-1.701726794,-9.466025352,1
1007,865,-2.024967432,-10.15760803,1
1007,897,-2.511865139,-10.1372366,1
1007,929,-3.346946716,-10.20841599,1
1007,961,-3.990128517,-11.29055882,1
1007,993,-3.795948982,-12.26906681,1
1007,1025,-3.191446304,-10.32244968,1
1007,1057,-3.708119869,-9.329975128,1
1007,1089,-3.552267313,-10.52362537,1
1007,1121,-1.256756544,-4.749514103,1
1007,1153,-1.898337245,-2.963332176,1
1007,1185,-2.349500895,-7.763215065,1
1007,1217,-2.910411835,-13.00584698,1
1007,1249,-3.237205744,-15.24642372,1
1007,1281,-2.756508827,-13.49238682,1
1007,1313,0.373295784,-18.03333664,1
1007,1345,-2.996286154,-12.55493736,1
1007,1377,-3.512549162,-9.99682045,1
1007,1409,-4.015936852,-9.726617813,1
1007,1441,-12.88232899,-25.74682617,1
1007,1473,-3.12553978,-7.800575256,1
1007,1505,-2.464185953,-1.068489552,1
1007,1537,-1.48500824,0.8407855034,1
1007,1569,-1.048800707,-3.095915079,1
1007,1601,-0.718033433,-3.276605368,1
1007,1633,0.4282937646,-3.014007568,1
1007,1665,-0.2640747428,-1.469838381,1
1007,1697,-0.8018194437,-1.145439863,1
1007,1729,-1.107057095,-2.335549831,1
1007,1761,-2.147361279,-4.062242031,1
1007,1793,-2.192965984,-3.98220849,1
1007,1825,-2.196627378,-1.6875422,1
1007,1857,-2.781260967,0.07782316208,1
1007,1889,-1.603484511,-0.3394826651,1
1007,1921,-0.4792794883,-1.940400004,1
1007,1953,-0.2878901958,-1.555542588,1
1007,1985,0.01009646058,-0.8212910295,1
1007,2017,0.4070086479,-0.2637925148,1
1039,33,6.276267529,2.388187647,1
1039,65,-0.8716979027,-3.758726835,1
1039,97,-0.8941500187,-3.761178493,1
1039,129,-0.9150938988,-4.43595314,1
1039,161,-0.7362802625,-4.497948647,1
1039,193,16.84484291,-13.12193108,1
1039,225,-1.197633743,-4.864168644,1
1039,257,-1.830261111,-5.674374104,1
1039,289,-1.465597391,-6.017930508,1
1039,321,-1.114037275,-7.180967331,1
1039,353,-1.846473694,-9.276180267,1
1039,385,-0.869207263,-8.078743935,1
1039,417,0.5101319551,-6.897714615,1
1039,449,1.378534198,-7.496356487,1
1039,481,1.612879395,-7.95770359,1
1039,513,2.023465633,-10.06567097,1
1039,545,1.237240076,-11.27575684,1
1039,577,0.937423408,-9.846692085,1
1039,609,0.5503675938,-8.635015488,1
1039,641,0.4311929941,-8.335871696,1
1039,673,-1.336053252,-7.907936096,1
1039,705,-1.666912079,-7.604227543,1
1039,737,-1.253870726,-7.304686546,1
1039,769,-1.687334061,-6.938438416,1
1039,801,-1.103161573,-7.367740631,1
1039,833,-1.523580313,-8.736790657,1
1039,865,-1.821026325,-10.0480032,1
1039,897,-2.436890602,-9.782317162,1
1039,929,-4.541468143,-9.326248169,1
1039,961,-5.764805317,-8.991222382,1
1039,993,-6.111864567,-9.370723724,1
1039,1025,-5.715411663,-8.08866024,1
1039,1057,-3.548632145,-6.888844967,1
1039,1089,-3.695278645,-6.895447254,1
1039,1121,-2.869234562,-4.86964798,1
1039,1153,-2.144800186,-7.179834843,1
1039,1185,-2.922996759,-8.559516907,1
1039,1217,-4.981829643,-11.49149227,1
1039,1249,-4.722086906,-14.7610321,1
1039,1281,-4.593795776,-13.84836483,1
1039,1313,-4.411845207,-15.70446587,1
1039,1345,-4.162094593,-13.14877224,1
1039,1377,-3.741969109,-11.00841141,1
1039,1409,-3.989498615,-9.590118408,1
1039,1441,-3.160239697,-9.16446209,1
1039,1473,-2.718159437,-7.431228638,1
1039,1505,-3.473318815,-2.991075516,1
1039,1537,-1.848039985,-1.292942047,1
1039,1569,-1.456585646,-2.507837772,1
1039,1601,-1.193795681,-3.282633305,1
1039,1633,-0.2022810578,-3.019421339,1
1039,1665,0.4770305753,-1.907018185,1
1039,1697,-0.4825146198,-2.032518864,1
1039,1729,-0.8647406697,-3.454562664,1
1039,1761,-1.658576727,-4.942813873,1
1039,1793,-1.743672371,-4.045167923,1
1039,1825,-1.264306784,-1.884119272,1
1039,1857,-0.5209755301,-0.4050227404,1
1039,1889,0.08282142878,-0.5013529658,1
1039,1921,-0.2645654976,-1.279257059,1
1039,1953,-0.8738088608,-2.249215126,1
1039,1985,0.09254348278,-1.018169403,1
1039,2017,1.932564735,-0.1450732946,1
1071,33,-4.180499554,3.097419739,1
1071,65,-1.400023341,-3.962035656,1
1071,97,-1.331031084,-4.414110184,1
1071,129,-1.112289429,-4.081032276,1
1071,161,-0.6434158087,-4.697812557,1
1071,193,-16.55499077,-9.860489845,1
1071,225,-0.1540961266,-4.769120693,1
1071,257,-9.649205208,10.8670845,1
1071,289,-0.3826004863,-4.405827999,1
1071,321,-1.24671495,-7.055096626,1
1071,353,-1.37439549,-9.169506073,1
1071,385,-0.564612329,-9.369176865,1
1071,417,0.2804341316,-7.987696648,1
1071,449,1.722822428,-8.339840889,1
1071,481,2.127835035,-8.393121719,1
1071,513,1.776552439,-9.101240158,1
1071,545,1.426925302,-10.49426174,1
1071,577,1.155715108,-9.692781448,1
1071,609,0.5609049201,-8.691951752,1
1071,641,-0.1529308856,-8.695935249,1
1071,673,-0.860988915,-8.428372383,1
1071,705,-1.545538306,-8.122942924,1
1071,737,-1.795356631,-8.130456924,1
1071,769,-1.667881131,-8.311187744,1
1071,801,-0.3954094648,-8.255103111,1
1071,833,-0.7564662695,-7.769558907,1
1071,865,-1.56291604,-9.63948822,1
1071,897,-3.14648819,-9.72119236,1
1071,929,-5.171422482,-8.823246956,1
1071,961,-6.379125118,-7.380435944,1
1071,993,-6.699913025,-7.052103996,1
1071,1025,-6.565983772,-6.734501839,1
1071,1057,-4.432437897,-5.287513256,1
1071,1089,-5.251952171,-6.373559475,1
1071,1121,-4.802950859,-3.879505634,1
1071,1153,-4.522380352,-6.972931385,1
1071,1185,-4.809310436,-8.22926712,1
1071,1217,-5.937980652,-10.20469189,1
1071,1249,-6.309200287,-13.04833984,1
1071,1281,-6.066929817,-12.94998169,1
1071,1313,-5.720304489,-14.77060509,1
1071,1345,-5.57023716,-12.45641899,1
1071,1377,-5.125192642,-10.7721653,1
1071,1409,-5.039254665,-9.49486351,1
1071,1441,-4.421171188,-9.136515617,1
1071,1473,-3.764573574,-6.71617651,1
1071,1505,-2.906846046,-5.404706955,1
1071,1537,-2.363902569,-4.859648228,1
1071,1569,-2.058494568,-3.965718746,1
1071,1601,-1.461826324,-3.079910994,1
1071,1633,-0.2896618843,-2.618816614,1
1071,1665,1.301730871,-3.253789425,1
1071,1697,0.4681001604,-3.856108665,1
1071,1729,-0.5356240869,-4.517924309,1
